Date,AHP,Alcoa,American Brands,ARCO,Coca Cola,Commercial Metals,Dow Chemical,DuPont,Espey Manufacturing,Exxon,Fischbach,Ford,General Electric,GM,GT&E,Gulf Oil,Hewlett-Packard,IBM,Ingersoll Rand,Iroquois Brands,Johnson & Johnson,Kimberly Clark,Kinark,Eastman Kodak,Lukens Steel,MEI,Merck,3M,Mobil,Philip Morris,P&G,Pillsbury,Schlumberger,Sears,Sherwin Williams,Texaco
1970-01-02,0.98783,1.0035100000000001,0.9965,1.04209,1.0,1.02778,0.99454,1.02024,1.03614,1.00405,1.0751,1.02736,0.98871,1.03074,1.00417,1.0533299999999999,0.99393,1.0006899999999999,1.03203,1.02532,0.975,0.99527,1.2,0.99241,1.0219799999999999,1.08333,0.98451,1.0,1.03261,1.00699,1.00457,0.99806,0.99851,0.98529,1.0,1.0040799999999999
1970-01-05,0.9860914192,0.9929831801000001,0.98950457,1.0246766761,0.9848,1.0069468994,0.9927199918,1.0214336808000002,1.0843308714000002,1.0202453265,1.0909147209999999,1.0212780288,0.9838752081000001,1.0253183075999999,1.0083373055,1.0866678945,1.0230521490000002,1.010296624,1.0533827006999998,1.0759503016,0.9513855,0.9794949705,1.280004,0.9908916127,1.0549490747999999,1.1458273076999999,0.9789770538,1.0057,1.0244627071,1.0279656017,1.0091407935,0.9999962364,0.9955244551,0.9705796203,1.03485,1.0204063407999997
1970-01-06,0.946095551237248,0.9824575583909401,0.9929975211321,1.0217768411066368,0.9939192480000001,1.01042086620293,0.9890767094300941,1.014293859371208,1.1566232105962382,1.01822524075353,1.08300558927275,1.00912482025728,0.9548410507089691,1.0180898135314198,1.00000843935657,1.06000106436897,1.01212595204868,1.01098362570432,1.0142389995419878,1.101267412196648,0.96944279679,0.97634099669499,1.3200041249999999,0.983301382946718,1.0329744855719158,1.1249961672460138,0.986720762295558,1.01595814,1.0190228101252992,1.048946379630697,1.00457947711338,0.9999962364,0.980621454007153,0.9779366138218739,1.0428907845000002,1.0040798393471997
1970-01-07,0.9513085377245654,0.9771915858779646,0.996492872406485,1.0072676099629225,1.0000020337977602,1.0277798966842961,0.996366204778594,1.008339954416699,1.0722822460795605,1.012156618318639,1.0592877668676766,1.0060873545483056,0.9596820948360637,1.0090491759872608,0.9958384041644531,1.053333657674089,1.0145550543335968,1.011671094569799,1.0177989784303803,1.1519036878094497,0.965274192763803,0.9716057428610192,1.2800080000124998,0.9878540683497612,1.0494607583616435,1.156248560772108,0.9778698770577668,1.0216576651654001,0.9891348711043242,1.055942851982834,1.020562336594254,0.9922462655679,0.9746592755667894,0.9834521763238292,1.0214385210628352,0.9877535011594142
1970-01-08,0.9600034977593678,0.9736834680846628,0.9859998024600447,1.0101685406796157,1.0015220368891327,1.0416652030885012,0.9872594176669176,0.9964314595550379,1.1084288805949025,1.0141809315552763,1.0434726005083421,1.0091257383590415,0.9677434244326866,1.0036204914204494,1.008336176136717,1.0466660556210121,1.0242643462035694,1.0137247868917758,0.9964455558629108,1.1898819523965274,0.9722145142097748,0.9621423029255529,1.2800080000124998,0.9833000610946688,1.0714364666417364,1.187501959369778,0.9845096135229892,1.035337661301965,0.9782642788708876,1.0209805841536823,1.0319824291407438,0.9844968222338146,0.965721650009842,0.9852912318935548,0.9865870387241712,0.9795946572398374
1970-01-09,0.9617411040903123,0.96491058003722,0.9790090638606029,0.9912985923397204,0.9969651116212871,1.013883992122131,0.9890858475896013,0.9881012925531577,1.0722830147987028,1.0182275134721819,1.0493995248792294,1.0091257383590415,0.9435498388218694,0.9945778707927512,1.0000073193218277,1.0133297417494829,1.0339743722055792,1.0123562584294719,0.9893309345940496,1.2152026403435254,0.9777658590859127,0.9463727905806031,1.2800080000124998,0.9848143431887545,1.0879151594986862,1.1666731750024322,0.9822944668925625,1.0330599184471005,0.9809838535661487,0.9475516605413495,1.0297017479723427,0.9806179047542134,0.9776483123874636,0.9852912318935548,1.0080354409460346,0.9632648143036494
1970-01-12,0.9686944922728852,0.9543834056090139,0.9405437977415197,0.9753287720171275,1.0060873423926218,0.979158465391948,0.9981953282459014,0.9773902745418815,1.0602305537123653,1.010132604740078,1.0513723959860022,0.9939283047393543,0.941936368597484,0.9692658639810757,0.9916772583518769,0.9866589029466365,1.0509625711409167,1.008924370713396,1.0462669298799372,1.202540228831146,0.961094951188498,0.9432213691879696,1.2800080000124998,0.9666051259831944,1.0659392732768127,1.0729193186592367,0.9822944668925625,1.0341962843573924,0.9809838535661487,0.9230764011495665,1.0228542313483266,0.9592992715048568,0.9880798198806381,0.9816160955985919,1.0053540666731182,0.9755079100934488
1970-01-13,0.9634732289595344,0.9649102545728813,0.9510308610863377,0.9637223596301236,1.015202493714699,0.979158465391948,0.9963786127484938,0.9690531355000392,1.0240872941363108,1.0060819729950703,1.0592787164038169,0.9969697253518568,0.9451577909780874,0.9674533368154311,0.9958423028369547,1.0399878166509022,1.0485348476015812,1.0264191193015662,1.0605066227956033,1.1012743161612752,0.9694276444153024,0.9353360385415581,1.4400090000140624,0.9711578361265752,1.0659392732768127,1.1562529621394997,0.9800843043420543,1.0307730946561695,0.9809838535661487,0.9230764011495665,1.018292301476513,0.9612370560332968,1.0059640646204777,0.9834517176973613,1.0053540666731182,0.9632652858217761
1970-01-14,0.9721733922170388,0.9543830836954912,0.94753106751754,0.9753352140636665,1.02128355665205,0.972216231872319,0.9945552398871641,0.9738111863953444,1.0240872941363108,1.0081041977607905,1.0592787164038169,0.9939289676895336,0.9628984027147462,0.9764990255146554,1.000004923662813,1.0199888509367054,1.0461127321036214,1.0253927001822647,1.0605066227956033,1.0886206742685822,0.9833195425597736,0.9195662729317474,1.3200130500428906,0.9787425788267239,1.0164903503895013,1.124999444572869,0.9778693138142412,1.0421734450830669,0.9673972271942575,0.9230764011495665,1.0228542509871277,0.965110841369111,1.0178847387862302,0.9908079365457375,0.9812255690729633,0.9551064288508656
1970-01-15,0.9686930114729018,0.9578952134434905,0.9510274571566797,0.9811384585873453,1.0304036188129526,0.9930508257213426,0.9890951316201836,0.9809492223916221,1.0120440275572677,0.9979828316152721,1.043463685167908,0.9908875450484037,0.964516072031307,0.9746925023174533,1.004174944194487,1.046651359500191,1.0655285844114648,1.0466593447840449,1.05694332054301,1.1772343971540447,0.9847060231147831,0.9132580482994357,1.280016654626591,0.9939130887985381,1.010991137593894,1.0937469600026346,0.9734493445158009,1.0216530499493812,0.9592420685690098,0.9335625490666256,1.0228542509871277,0.9844902670638026,1.037255085365332,0.9816132388945931,0.9946291103465,0.9387836599818042
