Date,Alcoa,GE,Johnson&Johnson,Microsoft,American Express,General Motors,JP Morgan Chase,P&G,Boeing,Home Depot,Coca Cola,SBC Comms,Citigroup,Honeywell,McDonads,AT&T,Caterpillar,Hewlett-Packard,3M,United Technologies,DuPont,IBM,Philip Morris,Walmart,Walt Disney,Intel,Merck,ExxonMobil,Eastman Kodak,International Paper
2001-01-04,1.0324258,1.0052290000000002,0.97853382,1.0104296999999998,0.96871648,1.0423280000000001,1.0270591,0.96891331,0.97506394,1.00486,0.97147679,1.0147059,1.0136513,0.99854561,0.97951915,1.0432597,1.0470968,1.0167351999999998,1.010101,0.97910289,1.0273258,0.98478284,0.95857988,0.96149897,1.0283323,0.98743792,0.95366319,0.97208539,1.0787653999999998,1.0382367000000001
2001-01-05,1.013459756056454,0.9895419088927901,0.9910894852978018,1.0248226648186798,0.9217018211991488,0.9852216318957601,0.966620626142535,1.0041538497806721,0.939098462807115,0.9671461572016001,0.9736708703302149,0.980392168962063,0.977247949634483,0.975275303395438,0.977738207871853,1.0029104522190389,0.986666686652592,0.8992953807679919,0.9724132023970798,0.9467589505649886,0.9999999815923161,0.9933424739669962,0.949822485932296,0.9229979455789912,1.014166169051691,0.9366053169593233,0.9347021246743035,0.9765423043046111,1.0370370067280519,1.010716004057595
2001-01-08,1.0287549920408336,0.9529386844149123,0.9898744194997215,1.020859378375253,0.8748659302696788,0.9589490517611343,0.9727434911747096,1.025860944797536,0.9430946084958981,0.9270994975845073,0.9895358634913755,0.9829411886013644,0.971605427470568,0.9493039756375964,0.9795191580174915,0.9965604043415598,0.9838709863292956,0.9213153476024009,0.9782700471151173,0.9633968189827425,1.0077179814502457,0.9886927868477278,0.9955029636239779,0.9229979455789912,0.9700579931773247,0.9330996219900509,0.9368338063398357,0.9720853456969187,1.0032098447537392,0.974184098591655
2001-01-09,0.9905170022782195,0.9334866901078771,0.9967597879868778,1.0807258390731886,0.8391133354628839,0.9886881715441609,0.961682852943698,1.0000000264987443,0.9421355284337882,0.8919128731579085,1.0021941052107435,1.0184313614511242,0.949945437392021,0.9285269107652873,0.9813001197505988,1.1177404553568062,0.9825806592081444,0.9266001045677829,0.9629063258078748,0.9401038588632188,0.9687108912001559,0.9781253120732796,1.0267455299834636,0.902635180252703,0.9700579931773247,0.9421560069911996,0.9424435671721986,0.9617639767967918,1.0279012467367563,0.9330248204261575
2001-01-10,1.0018354419598523,0.9347416696140581,0.9708383619360254,1.1030454213920637,0.8346442597938754,0.9624155926847286,1.0061228907562234,0.9890124862075883,0.9651534068102712,0.9222394270971617,0.9979746976548084,1.0270587990433853,0.981798342836844,0.9389154555483114,0.985158788081482,1.1489615170779692,0.9690322671822001,0.9321785151773123,0.9533146136861741,0.961666457011649,0.9778890394099208,0.987424642852754,1.0444970361259007,0.8844969158589127,0.9781069523699142,0.9640665986585856,0.9333557157960565,0.9500351496880777,1.0246913681185092,0.9286409939771371
2001-01-11,0.9635974469212552,0.973854813089055,0.9360064484355795,1.147267394772009,0.8559170884365198,0.9556649979862076,1.069129022707183,0.9748090800906639,0.9451725886487354,0.9537324279494465,0.9684388281182092,1.0270587990433853,1.001092152971102,0.9844171763550936,0.9703175876739679,1.1549146313864054,0.9772043100978011,0.9506752673647181,0.9517867268216731,0.983362229281706,0.9386733517747787,0.9900664974847063,0.9853254434317396,0.8887747851924642,0.9497746858015778,0.975168018355459,0.9158531960745199,0.958949044487056,1.0308642113891922,0.9193862414088504
2001-01-12,0.9730804984756413,0.9556577808092425,0.9574726331227112,1.1159782808765886,0.8569896381400396,0.9647873937909848,1.0529330864983182,0.9421144514527815,0.9691495378430588,0.9550932133776446,0.955780596621195,0.998823504504776,0.9670550197700846,0.9661333598785281,0.9982190699075327,1.214049378782894,0.9395699050019353,0.9010569488309789,0.9310754098241392,0.9409024871086907,0.9009178257115562,0.9913345746546849,0.999999993793313,0.9058863661317748,1.016097926998445,0.9386503457263317,0.9137214744924007,0.9713816270590218,1.0093827330757166,0.8996590167962527
2001-01-16,1.0266136463268303,0.9910060330689271,0.9538274294864234,1.0963704420435416,0.8636038841672045,1.017150071844118,1.0505629551792721,0.9639554907808113,0.9750638698126998,0.950233183357644,0.9620252847272792,0.98156859873505,0.9954495925550718,0.9948056860529871,1.013060291573197,1.19222109874571,0.9610752507725722,0.8919553635802677,0.9634156624315937,0.9442300828445992,0.9334585271173447,0.9801330491084487,1.0073372937477725,0.9358316176165364,1.0643915373217907,0.916739740460656,0.9347020728732528,0.9596527961688928,1.0200000262918467,0.9164636576050883
2001-01-17,1.0266136463268303,0.9765739031986806,0.9285135362636029,1.1042969810654282,0.8838040971802058,1.0012770584559632,1.0468102392470762,0.9405064733845108,0.9390983952086909,0.9016328800409162,0.9778902361027737,0.9864705523171328,0.9794321217506419,0.9972989675439418,1.0296824835313008,1.1987034433038102,0.9677419414646062,0.9286553129924596,0.9337068136491906,0.9600692592152925,0.9242803894953161,1.021768905007966,1.0132544937449763,0.9229979409952933,1.0746942087681433,0.8910312962274061,0.9115897694934817,0.9413558256404656,1.0340740886546242,0.8904042334523654
2001-01-18,1.0535332013767182,0.9962350702769991,0.9518023270774595,1.1576970284600165,0.8872005563256694,1.0217113209203443,1.0159984685374872,0.9488141551652108,0.9171994188660602,0.8602254170740236,0.9642193501598616,0.991372521785707,0.9874408402669848,1.0155827487056153,0.9982191348788243,1.2200026054361537,0.8978494700649223,1.018496771130477,0.9252185690399191,0.972447816202059,0.9125991213483847,1.1445629462971225,1.0208284697602708,0.9079397649267609,1.066645275744632,0.9404031621451074,0.9298776276541751,0.928219534568192,1.0200000094043264,0.8721382851183922
