Date,Westcoast Energy,Seagram,TVX Gold,Transcanada,Thomson,Talisman,Trilon,Teck,TD Bank,Transalta,Telus,Suncor,Southam,Stelco,Shell Canada,Slocan Forest,RBC,Repap Enterprise,Rio Algom,Ranger Oil,Renaissance Energy,Rogers Comms,QLT,Pure Gold Minerals,Power Corp,Potash,Poco Petroleum,Placer Dome,Petro-Canada,Northern Telecom,Nova Scotia,Newbridge Networks,Nova Corp,National Bank of Canada,Inco,Methanex,Molson,Mitel Corp,Merrill Lynch,Magna Int,Moore Corp,Macmillan Bloedel,Miramar Mining Corp,Loewen Group,Kinross Gold,Imasco,Imperial Oil,Investors Group,Intl Forest Products,Hudson's Bay,Gentra,Gulf Canada,Franco-Nevada Mining Corp,Fletcher Challenge Canada,First Australia,Extendicare,Euro-Nevada Mining Corp,Canadian 88 Energy Corp,Echo Bay Mines,Domtar,Dofasco,Dundee Bancorp,Canadian Occidental Petroleum,Canadian Utilities,Canadian Tire,Canadian Natural Resources,Canadian Imperial Bank of Commerce,Cominco,Cambior,CAE,Breakwater Resources,Bank of Nova Scotia,Bank of Montreal,BEMA Gold Corp,BCE Mobile Comms,BC Telecom,B.C. Gas,BCE,Cott Corp,Bombardier,Anderson,AUR Resources,Alcan Aluminum,Agnico-Eagle Mines,Alberta Energy,Air Canada,Aber Resources,Barrick Gold Corp
1994-01-07,0.977273,1.0107899999999999,1.05714,0.981366,1.0,1.00431,1.01429,1.0215100000000001,1.0,0.991803,1.0,0.995951,0.978723,1.02857,0.986971,0.973783,1.00433,1.1875,0.988827,1.0,1.0531,1.0114299999999998,0.988235,0.942857,1.0,1.04494,1.0140799999999999,1.07605,0.979167,1.02752,0.980769,1.02911,0.986667,1.0,0.996479,1.01205,0.982533,1.04918,1.01786,0.97318,1.0196100000000001,1.0,1.0217399999999999,1.02346,1.07059,1.00935,1.00559,0.989011,1.01163,0.996835,1.04651,1.0357100000000001,1.02885,1.0,1.0,1.0,1.0504,1.0,1.1094899999999999,1.02985,1.0215100000000001,1.06849,1.0126,1.00488,0.985714,1.02778,1.0,1.0246899999999999,1.0375,1.0,1.0882399999999999,1.0040799999999999,1.00452,1.04839,1.0,1.02463,1.01504,0.99187,0.992308,0.988095,1.0086600000000001,1.0,1.0181,1.02899,0.993243,1.025,1.1052600000000001,1.06312
1994-01-10,0.98863868499,1.0359687788999998,1.02856867722,0.981366,0.992308,1.0517234751,1.0285712031999998,1.0376396429,0.994152,0.991803,0.992188,1.01618872432,0.978723,1.0428568373,0.9837139957000001,0.99625791164,1.00433,1.2343706250000002,1.0000007451000001,0.981481,1.0840716709999998,1.0057154204999998,0.988235,1.00000356277,1.01765,1.0337037601799999,1.0844977151999997,1.0684455546499998,1.0104122189700002,1.0580989952,0.9903805362,1.0958889478999998,1.0133366090099998,0.988235,1.0105592482699999,1.0361469105,0.982533,1.11475375,1.0714299718,0.9846732558000001,1.0196100000000001,1.0235299999999998,1.0434826271999997,1.0686150552000002,1.0235311459599998,1.0218154725000002,1.0139665647,0.983516054884,1.0174468724999999,0.9999949669500001,1.0930169044,1.1190432266,1.02747648525,1.0303,1.0,0.980769,1.0371376496,1.0,1.0729933264499998,1.0746278779999998,1.0322665003,1.0821880418,1.0126,1.00488,0.971428046998,1.0763939939999998,0.996212,1.0432061483,1.0562476250000001,1.0,1.0000044125599998,0.9999984147999998,0.9999946374,1.03226051985,1.00906,0.99014710198,1.00752159872,0.98645042232,1.08461249016,0.988095,1.0389601464000002,1.04348,1.040722182,1.0507325587,0.986485967871,1.0000002499999998,1.1447288346000002,1.0664475655999999
1994-01-11,0.98863868499,1.053953196901704,1.02856867722,0.981366,0.992308,1.0431024977746053,1.0428580572124477,1.0376396429,0.99999761376,0.983606740008,0.992188,1.028332179575624,0.971631173142,1.0285707414858274,0.9837139957000001,1.0000038413877663,1.0000013376999999,1.2343706250000002,1.005590749265109,1.0000015464700003,1.0707972133886048,0.9885730011575774,0.95294117521,1.0571437663466776,1.011767983,1.0074869654143148,1.0985853405204478,1.0836495348926694,1.052081618880323,1.064214807392256,0.9807649315740342,1.1335656099288016,1.040007628559143,1.00000487885,1.0281631903748634,1.0361469105,0.982533,1.1803235655750002,1.0803549834650938,0.9885036347650621,1.0294084521000002,1.0235299999999998,1.0652183703245757,1.0535636121475083,1.0470621270056204,1.015584441748695,1.0139665647,0.9725272300027811,1.0058184721941974,1.0221448554679424,1.0348782422380596,1.1071388447554293,1.0192350963618098,1.042426631,1.01075,1.0000018800900001,1.0371376496,1.0,1.0948931202428442,1.0597023714024578,1.0268904563664376,1.0821880418,1.0420160299999999,1.00488,0.971428046998,1.1041757229851399,0.996212,1.049381928697936,1.08750199222375,0.982456,1.0294145423333894,0.9959164212707862,0.995469661665765,1.0483844291700568,1.00906,0.9950681330768407,1.00752159872,0.98645042232,1.023073746693302,0.988095,1.0649341500600003,1.0652156884,1.05882034074498,1.043485656242646,0.9932433967509163,1.0500002624999998,1.184199084817008,1.0664475655999999
1994-01-12,0.9829569784673625,1.0575471773031389,1.0428554961465857,0.968943869172,0.9999983869999999,1.0474105110904144,1.1142834055509283,1.043014616250222,0.99999761376,0.9918001841522666,0.9843755116879999,1.0566730144447283,0.9645392372092365,1.0571444366843037,0.9902261823515341,1.0112438845649647,0.9956723319090965,1.2343706250000002,1.0167628624894445,1.0000015464700003,1.0840750988346235,1.0057148569976497,0.9882381163397783,1.0857183623510283,1.005885563946838,1.0149826684369971,1.11266920458592,1.0342199450080751,1.0624972269072384,1.0519827223960894,0.9903764279034598,1.123292104806017,1.040007628559143,1.0235349936493403,1.042249026082999,1.06024768763823,0.965065528326,1.2459023428783473,1.0803549834650938,0.9693464343233152,1.0196043660021998,1.0411756571999997,1.0434793938229918,1.0498013364885295,1.02353254688755,1.024927818612783,1.0195535204714972,0.9780220088522967,1.000004841424915,1.0158157345228849,1.0116224583784859,1.1071388447554293,1.0247287735311998,1.0484831297261101,0.9999976415,1.0384619523982614,1.050402640138384,1.11053,1.0729952578379873,1.0597023714024578,1.0215136579369029,1.0958885424091882,1.0420160299999999,1.00000231248,0.9499993157092711,1.1041757229851399,0.996212,1.0555522944386797,1.0812521182744403,0.9649122832079999,1.000003139444382,0.9959164212707862,0.995469661665765,1.0161266886689233,1.0151042694,0.9802893811643835,1.0150377098464511,0.9945787737999169,1.015381255191915,1.0119080894999999,1.073592064699988,1.108697792800488,1.054294942608636,1.0000067394039835,1.0202695495765086,1.1000012750002497,1.1447261767228027,1.029902540422019
1994-01-13,0.9886384698029038,1.0935143568032186,1.0142843841186577,0.9813657295747852,1.00768837459603,1.0431004168372773,1.1285685188100913,1.0268854382245287,1.0175375719053503,0.9836039474304322,0.9843755116879999,1.0607200720900516,0.9858169727820723,1.0571444366843037,1.006515403051217,1.0262305189342176,1.0173182484048002,1.2499977571125003,1.0279370863482036,1.0185215751106247,1.0708005992493936,1.0285747556972062,0.9882381163397783,0.971432390374872,1.005885563946838,1.0486902428557898,1.1267555967159777,1.0304181524902254,1.0624972269072384,1.064217281457556,0.9903764279034598,1.1609673220012107,1.040007628559143,1.0588264802303693,1.0492946294993202,1.06024768763823,0.9694276245140336,1.1803280107679741,1.0803549834650938,0.9846718014499669,1.0539140529181739,1.0470582996631796,1.0652150695963247,1.0272253587473437,0.9882380740732266,1.028043599181366,1.0139673867328338,0.9780220088522967,0.9941908132768705,1.012651468509846,0.9651110926096181,1.1190405873365503,1.0274750466442635,1.0787842921751947,0.9999976415,1.0192306755017981,1.0477503734720346,1.1315856488,1.0802916255912856,1.0746229807918042,1.026886819777651,1.0821899356290734,1.0420160299999999,0.9951243011997224,0.9571433105634047,1.0833421354438564,1.01893559572,1.0555522944386797,1.1000010300053191,0.9649122832079999,1.000003139444382,1.0163227487426245,1.0135673001148484,0.9999977097396815,1.0090623687885314,0.9753634270240324,1.0150377098464511,0.9972939738523906,0.9807658928211674,1.0203878792900096,1.0909091047035986,1.108697792800488,1.0723971867732265,1.0000067394039835,1.013513324619213,1.150007332961761,1.131568694047551,1.0232576092312162
1994-01-14,0.9829567645169466,1.0683350952234678,1.0428567752192803,0.9813657295747852,0.9999956815443638,1.0387903259149056,1.1571438737063628,1.0268854382245287,1.0116897834796104,0.9917973683125276,0.9843755116879999,1.0647720227654358,0.978725005479878,1.0571444366843037,1.0097765129571028,0.9925219250787853,1.0173182484048002,1.171872897292969,1.022350248283901,1.0000028158319634,1.0398266211155056,1.0171462615866547,0.9647081667897281,1.000002216975797,1.005885563946838,1.0449453699985518,1.112671151757028,1.0646383393344256,1.0416637812820413,1.079510083792101,0.9903764279034598,1.1643921756011142,1.0533405263572713,1.03529723818669,1.0140834496172115,1.0481990329159092,0.9519604775755398,1.1803280107679741,1.0892787156285155,1.011494261321464,1.0539140529181739,1.0470582996631796,1.043476160456003,1.0272253587473437,1.0352979711605936,1.0405034876034442,1.027929717648145,0.9670329535608323,0.9418645623924823,1.0094869326707527,0.9418557757220968,1.1190405873365503,1.0329720381438103,1.0787842921751947,1.010747616146125,0.9999998311164302,1.0504011819169188,1.1684300775249281,1.0948863654530239,1.0746229807918042,1.026886819777651,1.1506817366550375,1.0504146792017999,0.9951243011997224,0.9285716255997766,1.0763979123556613,1.01893559572,1.061727275361146,1.1312520592677704,0.9649122832079999,0.9705910471070439,1.0122411965836742,0.9999925932644103,0.9999977097396815,1.0151066523775747,0.9753634270240324,1.0150377098464511,0.9972939738523906,0.9692271820921263,1.026357148383856,1.0865803773761347,1.108697792800488,1.0497728233238717,1.028996934779305,1.013513324619213,1.1250073235505054,1.118410813273166,1.0398650802290388
1994-01-17,0.9943197447147625,1.0683350952234678,1.0428567752192803,1.0000018647794104,1.03845551545656,1.0431013057674525,1.142857775441584,1.0430178084590362,1.0233849173766347,0.9999896145747891,0.9999975510584884,1.0404803138380652,1.0070982433887397,1.0571444366843037,1.0032614348955036,0.9700502361730765,1.0173182484048002,1.1249979814012503,1.0111769824204064,1.0000028158319634,1.026552194470345,1.022862623576772,0.9529435506957274,0.9428590902911489,0.9882383076129547,1.0561785327260362,1.140843985319516,1.0532318041667965,1.0416637812820413,1.0703353275899519,0.9903764279034598,1.2003486059836765,1.040007341974641,1.0235321203719365,1.0140834496172115,1.060242839804113,0.9475938348649008,1.1967227668375413,1.0892787156285155,1.0057469509286354,1.0490122986580515,1.0235288055531486,1.043476160456003,1.038514565439977,1.0352979711605936,1.056079824812868,1.033521655312151,0.9670329535608323,0.9069807245951519,1.0094869326707527,0.9767421136548432,1.0952307607597906,1.019235575980574,1.066663071868314,1.0322563254177146,0.9999998311164302,1.0424433425627162,1.157903690956506,1.0875867580545486,1.0596975422115869,1.05377071671943,1.0958874230372613,1.0462130204849927,0.9853681025507602,0.9285716255997766,1.0694529930251426,1.0227260361360786,1.0493815106032467,1.174997576399655,0.9649122832079999,0.9705910471070439,1.0163205286059063,1.018092459202496,0.9999977097396815,1.0151066523775747,0.9753634270240324,1.0075193255296184,1.0081345593481663,1.0000001451235512,1.0323202834159664,1.0909049672780915,1.108697792800488,1.0542973441923975,1.0362410732001512,1.013513324619213,1.17500264900909,1.118410813273166,1.036542711297707
1994-01-18,1.005684819396852,1.0863151748760786,1.0571439130397846,0.9937908531972656,1.0461504708260934,1.0560357619589689,1.1285720532485644,1.032265337871632,1.0350822069822494,0.9999896145747891,0.9921855701896195,1.0242862782334894,1.0354682009050005,1.0857190508078802,1.0032614348955036,0.9213605046688412,1.0303094024369297,1.1249979814012503,1.0055902295925336,1.0000028158319634,1.000003501616953,1.0114341794835486,0.941178509618838,1.0000057797536954,0.9882383076129547,1.0898811897053242,1.140843985319516,1.0798469718580916,1.0624970569076821,1.0519865690690773,0.9807608631649452,1.2054860980172866,1.026673407843184,1.03529250443501,1.0176023191873833,1.060242839804113,0.9475938348649008,1.2131178687432156,1.0892787156285155,0.9980841649095101,1.0637194510852375,1.029414096185079,1.0652117688783014,1.0573324493657494,1.0705912789974583,1.065426131262462,1.0363121637814936,0.9615382723186997,0.8488405392064289,1.0094869326707527,0.9767421136548432,1.0714215392516335,1.0164887361033064,1.0606022922939584,1.0215033112758383,0.9999998311164302,1.0451015730862512,1.1526410186811085,1.1021821723476406,1.0447717023295366,1.0752781770476736,1.1369832014011587,1.054614111039487,0.9951232467660128,0.9285716255997766,1.0625079652884373,1.056813494920494,1.0123446395680156,1.174997576399655,0.9824543885167213,0.9999999558343874,1.0367282448203128,1.0316636316836651,1.0161276727977826,0.9939589354885927,0.9753634270240324,1.0075193255296184,1.0027148279571105,1.0307701495890027,1.0621543396066877,1.1168794145489829,1.152180920234123,1.0633432154055684,1.0362410732001512,1.0067562312839766,1.1500021176461235,1.118410813273166,1.066446968518646
1994-01-19,1.0113669386264441,1.0935065813337583,1.042857670198965,1.0000020460297485,1.0538396767866651,1.0258637642040391,1.114286588198544,1.0215122298470232,1.0350822069822494,1.0163794443576697,1.007812492920106,1.0242862782334894,1.0283762791970021,1.100007113516512,0.9902320786405157,0.951323148280672,1.0346367019271647,1.203117841229753,1.0167623370433065,0.962965711541995,0.991153470627643,1.0114341794835486,0.9529432409890735,0.9857196971841341,1.0529481519954509,1.078645604520652,1.140843985319516,1.0874490945399726,1.0520803357617592,1.0489284441127935,0.9807608631649452,1.2226160554701122,1.040009895411067,1.0470534272853917,1.0105605111386067,1.060242839804113,0.9388598624889509,1.2622976671420656,1.0803498979965085,1.0076657728926415,1.0637194510852375,1.0235320240394776,1.0217340853197647,1.0498074143236134,1.0705912789974583,1.0623108252546505,1.0363121637814936,0.9890094207588449,0.9127921854302412,0.8860700887432246,1.0465108028332086,1.0238032803611339,0.9972577857049679,1.072724976494878,1.0322597411435728,0.9999998311164302,1.0397966375012655,1.1052720833773897,1.1021821723476406,1.0447717023295366,1.1021601314738654,1.1506838489780427,1.0588114752014242,0.9902451526103658,0.8357144630397989,1.0486188611661869,1.056813494920494,0.9999990966884836,1.1687477642907853,1.0000010238956298,0.9411759584323854,1.0489720053916407,1.0452403250766222,1.0161276727977826,0.9969805706524779,0.9704378417175611,1.0150354196980693,1.0081395151763586,1.0653834112122014,1.038285607287046,1.1428580297313924,1.1956642281637588,1.0723922661686698,1.0289946393752625,1.0067562312839766,1.1250022216106144,1.1315745085453912,1.0631249862117105
1994-01-20,1.0227347030166052,1.125885311207051,1.0571448202806908,0.9937910333218578,1.0615327064272078,1.0129327514562472,1.1428568963199546,1.0591447403945875,1.0526268503905984,1.0245714626791924,1.0390647583255586,1.0364343134933385,1.0283762791970021,1.1142962059210915,1.003263532795425,0.9812898274515133,1.0519565203174255,1.2343628115664897,1.0055891357215376,0.962965711541995,0.991153470627643,1.0114341794835486,0.8941199606092999,0.9428625761899623,1.0823569938806838,1.0973708922151306,1.1549334085382121,1.12546631488509,1.041663688357382,1.039754515940583,0.9999935836916098,1.2328860303360611,1.0800086759885765,1.0588223078080794,1.052812046109312,1.0843421595528604,0.9432255608495246,1.2295107475357174,1.0803498979965085,1.0153341094243546,1.0784200538992357,1.0470630252721453,1.0217340853197647,1.0610928440275922,1.1058886734660047,1.0747717312348875,1.0390998435020657,0.9670316534107419,0.9534935889785756,0.8575891378807511,0.9999996767120894,1.0118984958170947,1.0192373473019054,1.0848467687292702,1.0322597411435728,0.9999998311164302,1.0397966375012655,1.1842216682930364,1.1459828918767356,1.0597014899558257,1.1129172143570503,1.17808163142221,1.0504076885227505,1.004880975965947,0.8071430569773943,1.0416749070675444,1.0757515927494694,1.0185190799591544,1.162497301247358,1.0000010238956298,0.9411759584323854,1.0693850006165622,1.0633438875069494,1.0483897264091122,1.003022272910632,0.9753676659534862,1.0075170523443657,1.0244008055561533,1.0923056500135337,1.0442557495289466,1.1298705910815248,1.2174014038317758,1.0904942476215969,1.043482883897666,1.0067562312839766,1.1499997709748024,1.1710438274034545,1.0764140485393567
