Date,GE,Microsoft,Walmart,ExxonMobil,Pfizer,Citigroup,Johnson & Johnson,AIG,IBM,Merck,P&G,Intel,Bank of America,Coca Cola,Cisco,Verizon,Wells Fargo,Amgen,Dell,PepsiCo,SBC Comms,Fannie Mae,Chevron,Viacom,Eli Lilly
1998-01-05,1.0177365,0.99428331,1.0095238000000002,0.98889051,1.0545003000000002,0.99299084,0.99903785,0.99318871,1.0076933000000001,1.0058072,1.0200771999999998,1.0258147,1.0277778,0.99253035,0.99784749,0.96975948,0.99018003,0.99652191,1.0291544,1.0138889000000002,0.97164307,0.99892589,0.97113071,1.0331824,1.0435177
1998-01-06,1.004220297751275,1.0000000413191759,1.01587299803534,0.9535353602637064,1.0206427101726872,0.997663656294872,0.9836680323121331,0.9892148229248706,0.9964497503896571,0.991869920732968,1.0169883960376278,1.006884633528757,1.014403317210822,0.9878618147686155,0.9849303741988997,0.9931271923338719,0.9803600581776792,0.9849381499789971,1.03133744231328,0.9774305704337902,0.9674716022554453,1.018259900815772,0.9462710457165372,1.0346882633480001,1.025385338176437
1998-01-07,1.012668903538286,0.9880846708268426,1.0126983949164796,0.9838384279522789,1.0322047549220652,0.9649504944676041,0.9932741408484803,0.9795686924220833,0.9869822919857524,0.9767712007020087,1.0061775856503006,1.0017183789560453,1.020576164276713,0.9887955417559346,0.9558668517309638,0.9731948415768453,0.9639934469900325,0.9860950583299624,1.0058308584784625,0.9965278044050396,0.973311164099499,1.020408123728523,0.979951860300935,1.060331666860338,1.0054397374014432
1998-01-08,1.003377028366913,0.9952351431642152,0.9984152157387061,0.9626279241527458,1.0255973335905253,0.9392502345860726,1.0048014845626834,0.9744608686150653,0.9863915238650613,0.9866444039987047,0.9945945699020529,1.023231583378019,1.010288093166297,0.9953314802869414,0.9666314418684172,0.9594491554079099,0.9803600313336847,0.9895731142101981,1.0050938359169126,0.9965278044050396,0.9641355261608537,1.009666981287557,0.9430633266337362,1.0452487457921165,0.9936537013308944
1998-01-09,0.9788824679451765,0.9685430162433625,0.969843787161259,0.9393939847067913,0.976876014323134,0.8913524174731681,0.9932741205873646,0.9370026220593283,0.9473382711965348,0.9558653115655502,0.9745173457518563,0.9896729845720768,0.9711934395575637,0.9579832092529683,0.9343386439763115,0.9518901256425372,0.934533523223805,0.975668157283067,0.9701085799310084,0.9652777986047605,0.9549625575792094,0.9785176846678356,0.9125901873746531,0.9834063633401144,0.9664551538681028
1998-01-12,1.005910783320598,0.987608785518113,1.0031746025633874,0.949495006406148,1.009909174435072,0.8831769331001043,1.0134485112506146,0.9188417496788891,0.9479290313424529,0.9866443657710233,1.0169883709074754,1.0413079849345435,0.9557613409058787,0.9869280971306211,0.959096095327345,0.9690711712763096,0.9590834385188375,0.9814600161651466,1.0153002150293726,0.9826388989793463,0.9691396452202631,0.9967776074778851,0.9406575374004916,1.0377048506700297,0.9900271883619766
1998-01-13,1.009287827002362,1.0076263317091438,1.0031746025633874,0.9707087187887747,1.0214671809728118,0.9275683202415946,1.0201712219499957,0.9171382905823244,0.9668639137435184,0.9872241180003504,1.0023165542672534,1.0593788437050977,0.9557613409058787,0.9766573239401212,0.9644778712470555,0.9821306651017805,0.947626812803189,0.9629200696115842,1.0459099935621858,1.0138888795085776,0.9783152655532794,1.0075187832983061,0.9574979411610652,1.0573150856265365,0.9854941013732642
1998-01-14,1.0050675606038995,1.00000001105497,1.0079390800208021,0.9828299585602903,1.0280746435796526,0.9392503011803812,1.022092408395172,0.9137339282759803,0.9715976794652067,1.020905835568639,0.9953667518822684,1.0387248547669932,1.0010288741429358,0.9654528376558293,0.9817010348328499,0.9821306651017805,0.9770867299222956,0.9269970749894328,1.0655950655510198,1.0190972266826135,0.982484062562855,1.0268528672460442,0.9687248917705612,1.0467546331244495,0.9918403877378774
1998-01-15,0.9822635324679796,1.0090601111551294,1.0142882898736691,0.9616162225725391,1.0016489101336168,0.9299047512911335,1.0096059756043159,0.9125974351533299,0.9792908870509803,1.0098730797576405,0.9876447463895034,1.037000935061779,0.9897120024738202,0.9523809441424625,0.9892363756360197,0.9786931390247777,0.9689034233709831,0.9084571334896442,1.0685058450320788,0.9982638934143467,0.9866554933956845,1.020408184623278,0.9759421828317195,1.0346882947016633,0.9718947850109889
1998-01-16,0.9915513252992306,1.0314631628369844,1.0190476348162434,0.9828299572506006,1.0173410424544431,0.9474295502530159,1.041304675380962,0.9216791485292581,0.994082880041708,1.0197443871376555,0.979922737298935,1.0301162754838946,1.0113169206318224,0.9710550392190193,0.9967706966437764,0.980067713538538,0.9705400950337413,0.9084571334896442,1.0816323324877135,1.0190972615643468,0.99082431018638,1.050483389334409,0.9847633338454623,1.0407214586792393,0.9718947850109889
1998-01-20,1.0211134365117018,1.051004851334829,1.0603174335500856,0.9838384390697354,1.0677112252120307,0.9485958360293774,1.0653215346748837,0.9438139184565921,1.0260355866466007,1.073170631119694,0.9976833469511096,1.0499110928452207,1.033950698974023,0.985060663155179,1.0247585226494886,0.9965625471777058,0.9852700791100779,0.9258401882018285,1.0859984495610335,1.0451389672571838,1.0083402014242857,1.0612244769420143,0.9999998875757196,1.0693814706412232,1.0099727479824128
1998-01-21,1.0211134365117018,1.0448061718623352,1.0333358433105924,0.9868703339874165,1.0437627827438924,0.9345775057364519,1.0470683474594102,0.947218255260465,0.9479290688084305,1.0592333534016363,1.0007721745932703,1.0559365326070593,1.002057693522131,0.978524716700898,1.0226049823665555,0.9917526579750036,0.9509001935460242,0.9188839990485966,1.099124912820878,1.0277778503303845,1.0016679840612552,1.042964539204001,0.9879710189280566,1.0361990448288878,1.0054396569984607
1998-01-22,1.0160458751712502,1.0571974685800052,1.015872984226565,0.9626279135765323,1.0388082078162524,0.9030381410806377,1.0336197597219077,0.9523260349801316,0.9408284734084513,1.0464575162329177,0.9868725599452836,1.053353405626708,0.9825103637036331,0.977591008416222,0.9946182371746992,1.0006862667427767,0.9459902108876473,0.8736984572923012,1.0787121847649512,1.0243056261963852,1.026688848968718,1.0214822648413637,0.9679229035380544,1.0512819581254171,0.9845874417761069
1998-01-23,1.0008431973198717,1.0543421685129148,1.003174571923733,0.9545471046771767,1.031376345359729,0.8971953037002178,1.0278560788815487,0.9682164519672067,0.9390542684815824,1.0493620637149736,0.9683397446054006,1.062821156707162,0.9742799136873023,0.9533146277669632,0.9935414634711338,1.0006862667427767,0.9312602635332305,0.8991872118662726,1.1056834412630663,1.0086806223410354,1.0091729417257793,1.0042964386247668,0.9494786389704559,1.0316717439656897,0.9700815445340428
1998-01-26,1.0092878117972581,1.0810343165878553,0.9825421902172662,0.9737374151243171,1.0272501695836656,0.879670522412337,1.0326606893366728,0.9807025713317759,0.9289941519317111,1.0592334126483403,0.9698841496640718,1.069705793313964,0.981481595953296,0.942110149350185,0.9752425558927273,0.9979371313964677,0.9328969534463902,0.9026652680017713,1.1034910368515578,1.01215280364732,1.0133444589976968,1.0075188241777382,0.9695267854844531,1.0377049603244008,0.9619219849458427
1998-01-27,1.0304053425410544,1.1072444260072543,0.9984151593002261,0.9757576281394754,1.0396366494034885,0.9228955966085299,1.0365031164956255,1.0090791021630037,0.9136095349887045,1.0638792103962158,0.9992278006353283,1.0903597797418492,1.0082306009249282,0.944911231246233,1.02045246020178,1.0075591414236793,0.9492636043079583,0.9107783331640446,1.1370209430536036,1.0017361318533033,1.0383652510381465,1.0150376349069294,0.980753711755006,1.0558045064718828,0.962828596416654
1998-01-28,1.0304053425410544,1.1363221040519587,1.031745951453757,0.9565673248062462,1.0545003345800101,0.9369139192732152,1.0278560581511673,1.01021562795577,0.9183432200723415,1.0929152401338755,0.9791505762363908,1.1135968731518395,0.9948561094521728,0.9579831332192935,1.0656623819080675,1.0089337543603236,0.957446921061616,0.9327889309859533,1.1326454476903351,1.0121527851939929,1.027521561186945,1.026852875984773,0.976744086547701,1.0407215894757325,0.988213861209758
1998-01-29,1.0422269769549597,1.1306054152683467,1.0206373800960231,0.9818182151060866,1.0759675360412895,0.9369139192732152,1.0278560581511673,1.0045382767395963,0.9295867716186533,1.0952381221852563,0.9637065614869891,1.1290845557442608,1.0020577733428864,0.9673202116255286,1.0979551490670276,1.013057468401145,0.963993560129067,0.9165701940388854,1.1501380239844647,1.0243056024705386,1.0442021407069417,1.0440386964584045,0.9871690715322419,1.0316718387862078,0.9854940100816889
1998-01-30,1.04729449296231,1.1377497108874273,1.0111135677493759,0.9585875026821008,1.080097637428384,0.926402044911424,1.0288182342072025,1.0017008780138832,0.9349112587291307,1.0905923630233334,0.96833977352265,1.1153152340968129,0.9855968700944054,0.9673202116255286,1.0861127365838086,1.0178695926817976,0.9541735890904867,0.9269970965662718,1.159616656481528,1.0034722713080024,1.0375299187522953,1.0612245130369367,0.9591017126716951,1.0075391671509701,0.9809609150242349
