Date,SPY_Adj_Open,SPY_Adj_Low,SPY_Adj_High,SPY_Adj_Volume,SPY_Adj_Close,sma_5,sma_10,sma_21,sma_63,sma_126,sma_252,ema_5,ema_10,ema_21,ema_63,ema_126,ema_252,ao_10,atr_10,atr_21,atr_63,cci_63,williams_63,MFI_14,MOM_10,MOM_21,MOM_63,Bears_10,Bulls_10,accelerator_10,rsi_21,rsi_63,tenkan_21,kijun_63,chikou_63,RVI_10_21_63,stoch_10,stoch_21,stoch_63,boll_band_63_hband,boll_band_63_lband,boll_band_63_hband_ind,boll_band_63_lband_ind,kst,macd,macd_signal,donchian_63_hband,donchian_63_lband,donchian_63_hband_ind,donchian_63_lband_ind,donchian_21_hband,donchian_21_lband,donchian_21_hband_ind,donchian_21_lband_ind,donchian_10_hband,donchian_10_lband,donchian_10_hband_ind,donchian_10_lband_ind,logret_1,logret_10,logret_21,logret_63,mom10,mom20,mom30,mom40,mom50,log_ret,volatility,autocorr_1,autocorr_2,autocorr_3,autocorr_4,futreturn
2016-02-10 00:00:00,173.256995095222,172.058008569875,175.0508076981,159465948.019425,172.197433,173.9299284,175.999790899999,175.829350857143,185.139135952381,184.950847222222,188.417833583334,175.070625091855,176.935896252952,180.399425633186,184.860399054406,185.118899381463,178.61230194122,-9.35828382446661,3.67416625194296,3.44301606512188,2.89422422641163,-118.013070173876,-85.2080362537085,48.1925151956867,98.4797637539335,98.4797637539335,98.4797637539335,-12.3552470096746,-1.40646835469823,1.12378494803293,38.9348536423924,43.8260677407997,174.679071027998,181.599525922911,172.197433,-0.001706830258668,53.0141447570722,41.2517396794164,28.5574676145741,199.99955032072,170.278721584041,0,0,-64.2232882504547,-3.46177773843945,-2.86644112317812,194.656052,172.197433,0,1,180.051224,172.197433,0,1,180.051224,172.197433,0,1,-0.000863507543785,-0.010942812704694,0.00098940132822,-0.009375067419695,-0.015202362460666,-0.04332350745631,-0.097168864430014,-0.076814974906229,-0.110648048406836,-0.000863507543785,0.012544369776381,-0.161659869158179,-0.106074641327573,-0.006971138584205,0.145233531493136,0.053950804971073
2016-02-11 00:00:00,169.474175297801,168.312374684828,171.109999855271,235689000.283235,169.957489,172.305264,175.418887299999,175.351351857143,184.778186142857,184.77565634127,188.344487976191,174.218435743213,176.301495593593,179.924792149859,184.627541084806,184.999518197357,178.578093194413,-9.56874487399571,3.69525545826586,3.46406569607665,2.90995175163005,-142.927431927116,-93.5959590497178,40.2622626134036,96.6950271105377,96.6950271105377,96.6950271105377,-13.5602514259215,-1.02210909306115,0.606008694217888,36.6514361975736,42.8861198526678,174.679071027998,181.599525922911,169.957489,-0.005526442419249,47.7167204887133,39.5591606434111,26.4450174606304,199.987312217873,169.569060067841,0,0,-67.4718489944677,-3.61586908801601,-2.94532827737158,194.656052,169.957489,0,1,180.051224,169.957489,0,1,180.051224,169.957489,0,1,-0.013093343724746,0.005195764038377,0.008036059885156,0.002304095835814,-0.033049728894623,-0.031615950031466,-0.118322161790626,-0.093404312780368,-0.11855722572482,-0.013093343724746,0.012634040857875,-0.161206481361032,-0.110819424857874,0.006083696013896,0.177689329315108,0.064740288741166
2016-02-12 00:00:00,171.909338073213,170.979897482993,173.480080587958,137321740.994506,173.461502,172.0598966,174.759915099999,175.253981142858,184.484881698412,184.630171412698,188.277856115079,174.092280119344,176.043314357812,179.631006233957,184.453071724106,184.908667676118,178.557869513801,-9.85878662500352,3.67798907123507,3.46685264330909,2.91967619347652,-110.750940403546,-80.4744745303671,45.5913419043105,96.3400848638496,96.3400848638496,96.3400848638496,-13.2974037974606,-0.759261464600229,0.072226695556461,42.2176492025892,44.7690373511115,174.548922826826,181.599525922911,173.461502,0.002528613906353,41.9479108600906,38.8471691928495,24.076043885105,199.842236507884,169.127526888941,0,0,-69.8521547430299,-3.60273982151824,-3.01452949254491,194.656052,169.957489,0,0,180.051224,169.957489,0,0,179.98613,169.957489,0,0,0.020407343202676,0.024084836308217,-0.025256807169365,-0.003939537601202,-0.036599151361504,-0.027614014899262,-0.093721087498737,-0.084325684448483,-0.108882050068497,0.020407343202676,0.012936611623506,-0.175566915100947,-0.086393267222963,-0.020613494196396,0.143261259367661,0.03645941989629
2016-02-16 00:00:00,175.450475801598,174.39091462808,176.417088283795,129379672.618682,176.389206,172.8703642,174.400222699999,175.158824428572,184.28057984127,184.502378087302,188.219734178572,174.475101099453,176.074759052556,179.483651677868,184.327073822167,184.841585300716,178.549297721255,-10.0400321300601,3.60574879249109,3.44250662618938,2.92024619491016,-78.7283647020969,-69.5110954809055,45.1045678691762,98.0015548975913,98.0015548975913,98.0015548975913,-13.1342609073891,-2.29697356010843,-0.25712816942862,46.3530609059415,46.272850044278,174.548922826826,181.599525922911,176.389206,0.00409832693016,40.0865751772078,40.2289529189999,22.827239789844,199.720618431996,168.840541250544,0,0,-71.070785821948,-3.4646716677467,-3.06191287940826,194.656052,169.957489,0,0,180.051224,169.957489,0,0,178.080811,169.957489,0,0,0.016737266948623,-0.00036159581769,0.016283267983085,-0.014058257067702,-0.019984451024087,0.010489210511463,-0.069112867588475,-0.082298464416568,-0.084498961865211,0.016737266948623,0.013159355567852,-0.128580717888214,-0.090934357392794,-0.020271081956915,0.142282047869059,0.0429570621129
2016-02-17 00:00:00,177.671854368533,177.532429924904,179.679448689632,146334807.25714,179.270493,174.2552246,174.653031899999,175.383218,184.155743825397,184.388917126984,188.171853492064,175.274333082878,176.365280320506,179.473962647055,184.24806474682,184.797718432206,178.55214829548,-9.75870903735822,3.57419818220518,3.43525596254379,2.92611915514384,-48.4334746292429,-58.7215342645784,51.9901727100442,101.430382288402,101.430382288402,101.430382288402,-13.0662564513823,-1.69918244657845,-0.103390189838976,50.0473488390061,47.6969687994433,174.548922826826,181.599525922911,179.270493,-0.004069544406506,42.9863877183078,44.5978967036795,23.84495398747,199.628584354101,168.682903296692,0,0,-71.4341500296354,-3.21862094374831,-3.07840846512826,194.656052,169.957489,0,0,180.051224,169.957489,0,0,179.270493,169.957489,1,0,0.016202848080516,-0.018186481441127,-0.021699762813348,-0.011291762142165,0.014303822884018,0.025630033294009,-0.04049362156147,-0.052875665925319,-0.056330353562624,0.016202848080516,0.013276942994564,-0.057194313740879,-0.04332202684782,-0.052057984437543,0.134750768184012,0.031236725168123
2016-02-18 00:00:00,179.56788880974,178.192320687102,179.632956146112,110112489.6218,178.536209,175.5229798,174.726454099999,175.561580142858,183.974081888889,184.274078507937,188.120986742064,175.817979069065,176.562637473187,179.43133748128,184.158817000776,184.748415208331,178.552085294312,-9.32379277412119,3.36084190988563,3.34027403380407,2.90254004885599,-47.1907792601979,-61.47120903428,52.8908684029664,100.412943641625,100.412943641625,100.412943641625,-12.9774307596258,-1.61035675482188,0.23620650540335,49.1418167473344,47.371807564481,174.548922826826,181.599525922911,178.536209,-0.002471317457933,45.2804158845645,47.8382337202731,24.1997754989635,199.437825533523,168.510338244255,0,0,-71.374900812528,-3.0197558952444,-3.07223451040365,194.656052,169.957489,0,0,180.051224,169.957489,0,0,179.270493,169.957489,0,0,-0.004104367116084,0.005977187570829,0.001330338120447,0.015092451481642,0.004129436416253,0.034688833269915,-0.046037149418756,-0.039646224062017,-0.078173882856905,-0.004104367116084,0.012948934350504,-0.051677525802057,-0.03582967171588,-0.042119680724577,0.130967852140787,0.039252847036376
2016-02-19 00:00:00,177.681138526119,177.011940436679,178.619868783917,123507637.121473,178.452576,177.2219972,174.763630599999,175.842625238096,183.793292126984,184.170685563492,188.070330107143,176.257078557554,176.734450066534,179.38684832304,184.069656985139,184.698841671257,178.551691976943,-9.12943004579523,3.18555055362087,3.25778138206283,2.88199065676682,-52.3644507613416,-61.7843896973675,45.4417686144261,100.208761964814,100.208761964814,100.208761964814,-12.8887673394866,-1.52169333468268,0.385238878622658,49.0357111834554,47.3344612376782,174.581445851258,181.599525922911,178.452576,-0.009430919264785,48.163833372425,50.3689895644765,24.4016090535418,199.244695857926,168.341888396042,0,0,-71.1617075263447,-2.83768425686588,-3.04754501003125,194.656052,169.957489,0,0,180.051224,169.957489,0,0,179.270493,169.957489,0,0,-0.000468546940656,0.001566943154414,-0.012898014058721,-0.000729707878957,0.002087619648138,0.028442718783392,-0.034302419549718,-0.04794952601615,-0.072989431281434,-0.000468546940656,0.012933891865989,-0.05502915871012,-0.036762347432538,-0.037276994782795,0.12274374536834,0.042969636037624
2016-02-22 00:00:00,180.190674196726,180.11631707758,181.194472069181,111508237.217992,181.036469,178.7369906,175.398443599999,176.200682190477,183.60570663492,184.119532777778,188.025373781746,177.053643631295,177.125542696849,179.461831081084,184.022263422871,184.670004091168,178.561513229999,-8.49595758349537,3.14118510517687,3.23321541478274,2.87976693315434,-25.7395567595691,-52.1084803901935,44.6159018266672,103.633974675322,103.633974675322,103.633974675322,-12.8836213074767,-0.001523923123841,0.93585649394465,52.3717975789303,48.6064471121717,174.753423377005,181.599525922911,181.036469,-0.013748066804268,56.8576764439394,56.0258775749256,26.7787945697435,198.898671956592,168.312741313248,0,0,-70.1835551506949,-2.56650299799679,-2.99690900876447,194.656052,169.957489,0,0,181.036469,169.957489,1,0,181.036469,169.957489,1,0,0.014375611909993,-0.0192339754497,0.005586455769925,0.015741375903937,0.036339746753216,0.022360003945402,0.003762207843099,-0.042850030105026,-0.053204808643986,0.014375611909993,0.01310343068556,-0.056795927063386,-0.038895950115506,-0.01474285944491,0.158296599578489,0.029392083372085
2016-02-23 00:00:00,180.311438372608,178.619850331277,180.608865807965,119916564.335304,178.749985,179.2091464,176.039755299999,176.280346904762,183.384467031746,184.095024261905,187.971452369048,177.336367192746,177.273219269862,179.429474441035,183.939884072514,184.623389767616,178.562258177707,-7.47036309256171,3.0687284615315,3.19432985544657,2.87241537340147,-37.7101831243441,-60.670681617684,46.1241727032562,103.721268161842,103.721268161842,103.721268161842,-12.8071834639672,0.074913920385683,1.77178248147775,49.3691138328711,47.573301466161,174.753423377005,181.599525922911,178.749985,-0.013779645468659,62.7359810040191,61.161335908689,29.1803157808887,198.548193139654,168.220740923838,0,0,-69.2393797592228,-2.40841179731964,-2.93496193387554,194.656052,169.957489,0,0,181.036469,169.957489,0,0,181.036469,169.957489,0,0,-0.012710399500026,-0.013552369931862,0.020307662426342,-0.000862551020143,0.037212681618422,0.024941263979921,0.002084054705441,-0.06649871023012,-0.057832899105391,-0.012710399500026,0.013172832890396,-0.074227771798984,-0.055538388795384,-0.005938783660837,0.138817998253166,0.031124641866216
2016-02-24 00:00:00,177.179231560855,175.961666471947,179.874603196873,162261288.678107,179.567886,179.268625,176.761924799999,176.526426095238,183.165064777778,184.137773936508,187.918608579365,177.708286993955,177.481825336239,179.435765875533,183.871571602631,184.583582651335,178.566232991234,-6.63148083267191,3.15314928787096,3.22854923018369,2.88893158533043,-44.1187945684752,-57.607886100127,47.330303772979,104.190226054952,104.190226054952,104.190226054952,-12.7586937093173,0.123403675035547,2.33207724928104,50.4364383639148,47.9752395831948,174.753423377005,181.599525922911,179.567886,-0.014652139075129,69.2406833739615,66.7122318215808,31.8846253581069,198.142192672215,168.18793688334,0,0,-68.4804054664158,-2.22899181109821,-2.86064928937266,194.656052,169.957489,0,0,181.036469,169.957489,0,0,181.036469,169.957489,0,0,0.004565233758679,5.40960732413609E-05,-0.015232022910046,0.003637338641318,0.041902260549524,0.015772829227124,0.005673753622207,-0.060676906045368,-0.055958787103104,0.004565233758679,0.01318742755719,-0.07465561789628,-0.047204021756599,-0.010959911047071,0.130937897942446,0.031486879692059
